event_type,timestamp_utc,match_id,match_name,match_url,strategy,strategy_name,minute,score,recommendation,back_odds,min_odds,expected_value,confidence,win_rate_historical,roi_historical,sample_size,conditions,first_detected_minute,first_detected_odds,signal_age_minutes,odds_vs_first_pct
first_detection,2026-02-16 14:30:32,septemvri-montana-apuestas-35243291,Septemvri - Montana,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/liga-a-b%C3%BAlgara/septemvri-montana-apuestas-35243291,odds_drift_contrarian_v1,Odds Drift Contrarian (V1),69,1-0,BACK HOME @ 2.06,2.06,1.65,3.39,high,66.7,142.3,27,"{'team': 'Home', 'odds_before': 1.24, 'odds_now': 2.06, 'drift_pct': 66.1}",69,2.06,0,0.0
first_detection,2026-02-16 15:38:18,modern-sport-fc-kahraba-ismailia-apuestas-35248915,Modern Sport FC - Kahraba Ismailia,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/egipto-premier-league/modern-sport-fc-kahraba-ismailia-apuestas-35248915,back_draw_00_v2r,Back Empate 0-0 (V15),35,0-0,BACK DRAW @ 2.70,2.7,1.93,4.93,high,57.1,50.2,7,"{'xg_total': 0.54, 'possession_diff': 7.2, 'total_shots': 7}",35,2.7,0,0.0
first_detection,2026-02-16 16:08:35,botev-vratsa-dobrudzha-apuestas-35243307,Botev Vratsa - Dobrudzha,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/liga-a-b%C3%BAlgara/botev-vratsa-dobrudzha-apuestas-35243307,back_draw_00_v2r,Back Empate 0-0 (V15),35,0-0,BACK DRAW @ 2.38,2.38,1.93,3.2,high,57.1,50.2,7,"{'xg_total': 0.0, 'possession_diff': 24.0, 'total_shots': 5}",35,2.38,0,0.0
first_detection,2026-02-16 16:19:01,hermannstadt-cfr-cluj-apuestas-35247993,Hermannstadt - CFR Cluj,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/romanian-liga-i/hermannstadt-cfr-cluj-apuestas-35247993,xg_underperformance_v2,xG Underperformance (V2),52,0-1,BACK Over 1.5,,1.51,,medium,72.7,24.7,11,"{'team': 'Home', 'xg_excess': 0.88, 'shots_on_target': 2}",52,,0,0.0
first_detection,2026-02-16 16:19:01,hermannstadt-cfr-cluj-apuestas-35247993,Hermannstadt - CFR Cluj,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/romanian-liga-i/hermannstadt-cfr-cluj-apuestas-35247993,odds_drift_contrarian_v1,Odds Drift Contrarian (V1),52,0-1,BACK AWAY @ 2.98,2.98,1.65,9.22,high,66.7,142.3,27,"{'team': 'Away', 'odds_before': 2.36, 'odds_now': 2.98, 'drift_pct': 26.3}",52,2.98,0,0.0
first_detection,2026-02-16 16:19:01,hermannstadt-cfr-cluj-apuestas-35247993,Hermannstadt - CFR Cluj,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/romanian-liga-i/hermannstadt-cfr-cluj-apuestas-35247993,goal_clustering_v2,Goal Clustering (V2),52,0-1,BACK Over 1.5,,1.47,,medium,75.0,72.7,44,"{'goal_minute': 52, 'sot_max': 3, 'total_goals': 1}",52,,0,0.0
first_detection,2026-02-16 16:43:40,al-sharjah-nasaf-apuestas-35269093,Al Sharjah - Nasaf,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/champions-league-asi%C3%A1tica/al-sharjah-nasaf-apuestas-35269093,odds_drift_contrarian_v1,Odds Drift Contrarian (V1),41,0-1,BACK AWAY @ 2.00,2.0,1.65,3.01,high,66.7,142.3,27,"{'team': 'Away', 'odds_before': 1.34, 'odds_now': 2.0, 'drift_pct': 49.3}",41,2.0,0,0.0
first_detection,2026-02-16 17:59:10,nk-bravo-nk-aluminij-apuestas-35247855,NK Bravo - NK Aluminij,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/premier-league-eslovena/nk-bravo-nk-aluminij-apuestas-35247855,goal_clustering_v2,Goal Clustering (V2),68,1-1,BACK Over 2.5,1.49,1.47,0.99,high,75.0,72.7,44,"{'goal_minute': 68, 'sot_max': 10, 'total_goals': 2}",68,1.49,0,0.0
first_detection,2026-02-16 17:59:50,nk-bravo-nk-aluminij-apuestas-35247855,NK Bravo - NK Aluminij,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/premier-league-eslovena/nk-bravo-nk-aluminij-apuestas-35247855,pressure_cooker_v1,Pressure Cooker (V1),69,1-1,BACK Over 2.5,1.49,1.35,1.9,medium,81.2,81.9,16,"{'score': '1-1', 'total_goals': 2, 'over_odds': 1.49}",69,1.49,0,0.0
first_detection,2026-02-16 18:32:10,enppi-national-bank-apuestas-35255322,ENPPI - National Bank,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/egipto-premier-league/enppi-national-bank-apuestas-35255322,back_draw_00_v15,Back Empate 0-0 (V15),30,0-0,BACK DRAW @ 2.34,2.34,1.93,2.98,high,57.1,50.2,7,"{'xg_total': 0.02, 'possession_diff': 2.0, 'total_shots': 1}",30,2.34,0,0.0
first_detection,2026-02-16 18:32:49,kasimpasa-fatih-karagumruk-istanbul-apuestas-35248522,Kasimpasa - Fatih Karagumruk Istanbul,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/superliga-turca/kasimpasa-fatih-karagumruk-istanbul-apuestas-35248522,goal_clustering_v2,Goal Clustering (V2),70,3-0,BACK Over 3.5,4.1,1.47,19.59,high,75.0,72.7,44,"{'goal_minute': 70, 'sot_max': 4, 'total_goals': 3}",70,4.1,0,0.0
first_detection,2026-02-16 20:25:06,cagliari-lecce-apuestas-35216885,Cagliari - Lecce,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-italiana/cagliari-lecce-apuestas-35216885,back_draw_00_v15,Back Empate 0-0 (V15),36,0-0,BACK DRAW @ 2.28,2.28,1.93,2.65,high,57.1,50.2,7,"{'xg_total': 0.48, 'possession_diff': 4.4, 'total_shots': 7}",36,2.28,0,0.0
first_detection,2026-02-16 20:47:39,rio-ave-moreirense-apuestas-35247028,Rio Ave - Moreirense,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/portugal-primeira-liga/rio-ave-moreirense-apuestas-35247028,odds_drift_contrarian_v1,Odds Drift Contrarian (V1),30,0-1,BACK AWAY @ 2.08,2.08,1.65,3.51,high,66.7,142.3,27,"{'team': 'Away', 'odds_before': 1.51, 'odds_now': 2.08, 'drift_pct': 37.7}",30,2.08,0,0.0
first_detection,2026-02-16 20:56:29,rio-ave-moreirense-apuestas-35247028,Rio Ave - Moreirense,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/portugal-primeira-liga/rio-ave-moreirense-apuestas-35247028,xg_underperformance_base,xG Underperformance (BASE),39,0-1,BACK Over 1.5,1.24,1.51,-1.07,low,72.7,24.7,11,"{'team': 'Home', 'xg_excess': 0.57, 'shots_on_target': 2}",39,1.24,0,0.0
first_detection,2026-02-16 20:57:09,sociedad-b-m%C3%A1laga-apuestas-35248844,Sociedad B - Málaga,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/espa%C3%B1a-segunda-divisi%C3%B3n/sociedad-b-m%C3%A1laga-apuestas-35248844,pressure_cooker_v1,Pressure Cooker (V1),65,1-1,BACK Over 2.5,1.64,1.35,3.06,medium,81.2,81.9,16,"{'score': '1-1', 'total_goals': 2, 'over_odds': 1.64}",65,1.64,0,0.0
first_detection,2026-02-16 21:00:18,sociedad-b-m%C3%A1laga-apuestas-35248844,Sociedad B - Málaga,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/espa%C3%B1a-segunda-divisi%C3%B3n/sociedad-b-m%C3%A1laga-apuestas-35248844,goal_clustering_v2,Goal Clustering (V2),67,2-1,BACK Over 3.5,4.9,1.47,25.29,high,75.0,72.7,44,"{'goal_minute': 67, 'sot_max': 7, 'total_goals': 3}",67,4.9,0,0.0
first_detection,2026-02-16 21:00:59,rio-ave-moreirense-apuestas-35247028,Rio Ave - Moreirense,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/portugal-primeira-liga/rio-ave-moreirense-apuestas-35247028,goal_clustering_v2,Goal Clustering (V2),43,1-1,BACK Over 2.5,1.24,1.47,-0.79,low,75.0,72.7,44,"{'goal_minute': 43, 'sot_max': 3, 'total_goals': 2}",43,1.24,0,0.0
first_detection,2026-02-16 21:10:00,macclesfield-brentford-apuestas-35172764,Macclesfield - Brentford,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/fa-cup-inglesa/macclesfield-brentford-apuestas-35172764,xg_underperformance_base,xG Underperformance (BASE),82,0-1,BACK Over 1.5,2.0,1.51,4.18,high,72.7,24.7,11,"{'team': 'Home', 'xg_excess': 0.53, 'shots_on_target': 1}",82,2.0,0,0.0
first_detection,2026-02-16 21:55:41,girona-fc-barcelona-apuestas-35216932,Girona - FC Barcelona,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/la-liga-espa%C3%B1ola/girona-fc-barcelona-apuestas-35216932,xg_underperformance_base,xG Underperformance (BASE),96,2-1,BACK Over 3.5,1.86,1.51,3.21,high,72.7,24.7,11,"{'team': 'Away', 'xg_excess': 1.76, 'shots_on_target': 4}",96,1.86,0,0.0
first_detection,2026-02-16 23:24:39,albion-fc-cerro-apuestas-35242273,Albion FC - Cerro,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/uruguayan-primera-division/albion-fc-cerro-apuestas-35242273,odds_drift_contrarian_v1,Odds Drift Contrarian (V1),67,1-0,BACK HOME @ 1.88,1.88,1.65,2.25,high,66.7,142.3,27,"{'team': 'Home', 'odds_before': 1.28, 'odds_now': 1.88, 'drift_pct': 46.9}",67,1.88,0,0.0
first_detection,2026-02-17 10:25:40,fc-machida-chengdu-rongcheng-apuestas-35273391,FC Machida - Chengdu Rongcheng,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/champions-league-asi%C3%A1tica/fc-machida-chengdu-rongcheng-apuestas-35273391,goal_clustering_v2,Goal Clustering (V2),24,2-0,BACK Over 2.5,1.75,1.47,2.84,high,75.0,72.7,44,"{'goal_minute': 24, 'sot_max': 3, 'total_goals': 2}",24,1.75,0,0.0
first_detection,2026-02-17 10:44:29,fc-seoul-hiroshima-apuestas-35273415,FC Seoul - Hiroshima,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/champions-league-asi%C3%A1tica/fc-seoul-hiroshima-apuestas-35273415,xg_underperformance_v3,xG Underperformance (V3),42,2-0,BACK Over 2.5,1.91,1.51,3.55,high,72.7,24.7,11,"{'team': 'Away', 'xg_excess': 0.54, 'shots_on_target': 3}",42,1.91,0,0.0
first_detection,2026-02-17 11:22:03,fc-seoul-hiroshima-apuestas-35273415,FC Seoul - Hiroshima,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/champions-league-asi%C3%A1tica/fc-seoul-hiroshima-apuestas-35273415,momentum_xg_v1,Momentum Dominante x xG (V1),62,2-0,BACK AWAY @ 1.99,1.99,1.65,2.94,high,66.7,52.2,12,"{'dominant_team': 'Away', 'sot_ratio': 4.0, 'xg_underperf': 0.75, 'sot_home': 1, 'sot_away': 4}",62,1.99,0,0.0
first_detection,2026-02-17 13:42:48,johor-darul-ta-zim-kobe-apuestas-35273414,Johor Darul Ta'zim - Kobe,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/champions-league-asi%C3%A1tica/johor-darul-ta-zim-kobe-apuestas-35273414,momentum_xg_v1,Momentum Dominante x xG (V1),66,0-0,BACK HOME @ 2.36,2.36,1.65,5.29,high,66.7,52.2,12,"{'dominant_team': 'Home', 'sot_ratio': 1.5, 'xg_underperf': 0.75, 'sot_home': 3, 'sot_away': 2}",66,2.36,0,0.0
first_detection,2026-02-17 16:19:23,al-sadd-al-ittihad-apuestas-35273530,Al-Sadd - Al-Ittihad,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/champions-league-asi%C3%A1tica/al-sadd-al-ittihad-apuestas-35273530,goal_clustering_v2,Goal Clustering (V2),18,0-2,BACK Over 2.5,1.53,1.47,1.28,high,75.0,72.7,44,"{'goal_minute': 17, 'sot_max': 3, 'total_goals': 2}",18,1.53,0,0.0
first_detection,2026-02-17 17:34:51,al-sadd-al-ittihad-apuestas-35273530,Al-Sadd - Al-Ittihad,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/champions-league-asi%C3%A1tica/al-sadd-al-ittihad-apuestas-35273530,momentum_xg_v2,Momentum Dominante x xG (V2),73,1-4,BACK HOME @ 2.36,2.36,1.65,5.29,high,66.7,52.2,12,"{'dominant_team': 'Home', 'sot_ratio': 1.25, 'xg_underperf': 0.19, 'sot_home': 5, 'sot_away': 4}",73,2.36,0,0.0
first_detection,2026-02-17 18:18:44,galatasaray-juventus-apuestas-35207338,Galatasaray - Juventus,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/uefa-champions-league/galatasaray-juventus-apuestas-35207338,goal_clustering_v2,Goal Clustering (V2),32,1-2,BACK Over 3.5,3.25,1.47,13.53,high,75.0,72.7,44,"{'goal_minute': 31, 'sot_max': 3, 'total_goals': 3}",32,3.25,0,0.0
first_detection,2026-02-17 20:05:45,barnsley-peterborough-apuestas-35268021,Barnsley - Peterborough,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/inglaterra-sky-bet-league-1/barnsley-peterborough-apuestas-35268021,momentum_xg_v1,Momentum Dominante x xG (V1),18,0-0,BACK AWAY @ 3.85,3.85,1.65,14.73,high,66.7,52.2,12,"{'dominant_team': 'Away', 'sot_ratio': 2.0, 'xg_underperf': 0.2, 'sot_home': 0, 'sot_away': 1}",18,3.85,0,0.0
first_detection,2026-02-17 20:05:45,leyton-orient-plymouth-apuestas-35268012,Leyton Orient - Plymouth,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/inglaterra-sky-bet-league-1/leyton-orient-plymouth-apuestas-35268012,momentum_xg_v1,Momentum Dominante x xG (V1),18,0-0,BACK AWAY @ 2.50,2.5,1.65,6.17,high,66.7,52.2,12,"{'dominant_team': 'Away', 'sot_ratio': 4.0, 'xg_underperf': 0.2, 'sot_home': 0, 'sot_away': 2}",18,2.5,0,0.0
first_detection,2026-02-17 20:05:45,shrewsbury-notts-county-apuestas-35262993,Shrewsbury - Notts County,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/inglaterra-sky-bet-league-2/shrewsbury-notts-county-apuestas-35262993,momentum_xg_v1,Momentum Dominante x xG (V1),17,0-0,BACK AWAY @ 1.97,1.97,1.65,2.82,high,66.7,52.2,12,"{'dominant_team': 'Away', 'sot_ratio': 4.0, 'xg_underperf': 0.35, 'sot_home': 0, 'sot_away': 2}",17,1.97,0,0.0
first_detection,2026-02-17 20:05:45,tranmere-accrington-apuestas-35263115,Tranmere - Accrington,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/inglaterra-sky-bet-league-2/tranmere-accrington-apuestas-35263115,momentum_xg_v1,Momentum Dominante x xG (V1),18,0-0,BACK AWAY @ 2.56,2.56,1.65,6.55,high,66.7,52.2,12,"{'dominant_team': 'Away', 'sot_ratio': 2.0, 'xg_underperf': 0.36, 'sot_home': 0, 'sot_away': 1}",18,2.56,0,0.0
first_detection,2026-02-17 20:10:53,barnsley-peterborough-apuestas-35268021,Barnsley - Peterborough,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/inglaterra-sky-bet-league-1/barnsley-peterborough-apuestas-35268021,goal_clustering_v2,Goal Clustering (V2),23,0-1,BACK Over 1.5,1.05,1.47,-2.14,low,75.0,72.7,44,"{'goal_minute': 22, 'sot_max': 3, 'total_goals': 1}",23,1.05,0,0.0
first_detection,2026-02-17 20:10:53,salford-city-newport-county-apuestas-35263008,Salford City - Newport County,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/inglaterra-sky-bet-league-2/salford-city-newport-county-apuestas-35263008,odds_drift_contrarian_v1,Odds Drift Contrarian (V1),24,0-1,BACK AWAY @ 2.42,2.42,1.65,5.67,high,66.7,142.3,27,"{'team': 'Away', 'odds_before': 1.77, 'odds_now': 2.42, 'drift_pct': 36.7}",24,2.42,0,0.0
first_detection,2026-02-17 20:12:55,reading-bolton-apuestas-35268029,Reading - Bolton,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/inglaterra-sky-bet-league-1/reading-bolton-apuestas-35268029,momentum_xg_v1,Momentum Dominante x xG (V1),10,0-0,BACK AWAY @ 1.86,1.86,1.65,2.12,high,66.7,52.2,12,"{'dominant_team': 'Away', 'sot_ratio': 2.0, 'xg_underperf': 0.27, 'sot_home': 0, 'sot_away': 1}",10,1.86,0,0.0
first_detection,2026-02-17 20:14:13,bromley-cheltenham-apuestas-35263015,Bromley - Cheltenham,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/inglaterra-sky-bet-league-2/bromley-cheltenham-apuestas-35263015,goal_clustering_v2,Goal Clustering (V2),27,1-1,BACK Over 2.5,1.16,1.47,-1.36,low,75.0,72.7,44,"{'goal_minute': 25, 'sot_max': 3, 'total_goals': 2}",27,1.16,0,0.0
first_detection,2026-02-17 20:14:13,oldham-bristol-rovers-apuestas-35263000,Oldham - Bristol Rovers,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/inglaterra-sky-bet-league-2/oldham-bristol-rovers-apuestas-35263000,xg_underperformance_v3,xG Underperformance (V3),26,1-0,BACK Over 1.5,1.12,1.51,-1.9,low,72.7,24.7,11,"{'team': 'Away', 'xg_excess': 0.52, 'shots_on_target': 2}",26,1.12,0,0.0
first_detection,2026-02-17 20:14:13,stevenage-port-vale-apuestas-35266044,Stevenage - Port Vale,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/inglaterra-sky-bet-league-1/stevenage-port-vale-apuestas-35266044,goal_clustering_v2,Goal Clustering (V2),27,2-1,BACK Over 3.5,1.14,1.47,-1.5,low,75.0,72.7,44,"{'goal_minute': 27, 'sot_max': 3, 'total_goals': 3}",27,1.14,0,0.0
first_detection,2026-02-17 20:15:03,oldham-bristol-rovers-apuestas-35263000,Oldham - Bristol Rovers,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/inglaterra-sky-bet-league-2/oldham-bristol-rovers-apuestas-35263000,odds_drift_contrarian_v1,Odds Drift Contrarian (V1),27,1-0,BACK HOME @ 6.60,6.6,1.65,32.15,high,66.7,142.3,27,"{'team': 'Home', 'odds_before': 1.39, 'odds_now': 6.6, 'drift_pct': 374.8}",27,6.6,0,0.0
first_detection,2026-02-17 20:15:03,m%C3%B3naco-psg-apuestas-35207322,Mónaco - PSG,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/uefa-champions-league/m%C3%B3naco-psg-apuestas-35207322,odds_drift_contrarian_v1,Odds Drift Contrarian (V1),12,1-0,BACK HOME @ 3.60,3.6,1.65,13.14,high,66.7,142.3,27,"{'team': 'Home', 'odds_before': 1.85, 'odds_now': 3.6, 'drift_pct': 94.6}",12,3.6,0,0.0
